F1_target_variable,F1_collaborative_variable1,F1_collaborative_variable2,F1_collaborative_variable3,F1_collaborative_variable4
0.5701,401.3323,0.9212,0.3038,0.3277
0.5697,405.8343,0.923,0.304,0.3278
0.5693,410.1418,0.9247,0.3042,0.3279
0.5689,414.2487,0.9265,0.3044,0.3279
0.5686,418.1508,0.9282,0.3046,0.328
0.5682,421.8475,0.9299,0.3048,0.3281
0.5679,425.3363,0.9316,0.305,0.3282
0.5676,428.6176,0.9332,0.3052,0.3283
0.5674,431.6952,0.9349,0.3054,0.3284
0.5671,434.5712,0.9365,0.3056,0.3285
0.5669,437.2514,0.9381,0.3058,0.3285
0.5667,439.7443,0.9396,0.306,0.3286
0.5665,442.0605,0.9411,0.3063,0.3287
0.5664,444.2115,0.9427,0.3065,0.3288
0.5662,446.2127,0.9441,0.3067,0.3289
0.5661,448.0808,0.9456,0.3069,0.329
0.5661,449.8347,0.947,0.3071,0.3291
0.566,451.4964,0.9484,0.3073,0.3292
0.566,453.0873,0.9498,0.3075,0.3293
0.5661,454.6357,0.9511,0.3077,0.3294
0.5661,456.165,0.9524,0.3079,0.3295
0.5662,457.7061,0.9537,0.3081,0.3296
0.5664,459.2871,0.955,0.3083,0.3297
0.5666,460.9388,0.9562,0.3085,0.3298
0.5668,462.6922,0.9574,0.3087,0.3299
0.567,464.5793,0.9585,0.309,0.33
0.5673,466.6317,0.9597,0.3092,0.3301
0.5677,468.8781,0.9608,0.3094,0.3302
0.5681,471.3459,0.9619,0.3096,0.3303
0.5685,474.062,0.9629,0.3097,0.3304
0.569,477.0481,0.9639,0.3099,0.3305
0.5695,480.322,0.9649,0.3101,0.3307
0.5701,483.8989,0.9659,0.3103,0.3308
0.5708,487.7863,0.9669,0.3105,0.3309
0.5714,491.9879,0.9678,0.3107,0.331
0.5722,496.4984,0.9687,0.3109,0.3311
0.5729,501.3076,0.9696,0.311,0.3312
0.5737,506.3988,0.9704,0.3112,0.3313
0.5746,511.7478,0.9713,0.3114,0.3313
0.5754,517.3255,0.9721,0.3115,0.3314
0.5764,523.0975,0.9729,0.3117,0.3315
0.5773,529.0275,0.9736,0.3118,0.3316
0.5782,535.079,0.9744,0.312,0.3317
0.5792,541.2183,0.9751,0.3121,0.3318
0.5802,547.4188,0.9759,0.3123,0.3318
0.5812,553.6628,0.9766,0.3124,0.3319
0.5821,559.9406,0.9773,0.3125,0.3319
0.583,566.2517,0.9779,0.3126,0.332
0.5839,572.6058,0.9786,0.3127,0.332
0.5847,579.022,0.9792,0.3128,0.3321
0.5855,585.5286,0.9799,0.3129,0.3321
0.5861,592.162,0.9805,0.313,0.3321
0.5866,598.9702,0.9811,0.3131,0.3321
0.587,606.0109,0.9817,0.3132,0.3321
0.5872,613.3504,0.9823,0.3133,0.3321
0.5872,621.055,0.9829,0.3133,0.3321
0.587,629.1854,0.9834,0.3134,0.3321
0.5865,637.7861,0.984,0.3135,0.332
0.5858,646.8792,0.9845,0.3135,0.332
0.5847,656.4615,0.985,0.3136,0.3319
0.5834,666.504,0.9854,0.3137,0.3318
0.5818,676.9493,0.9859,0.3138,0.3317
0.5799,687.7215,0.9863,0.3138,0.3316
0.5777,698.7219,0.9866,0.3139,0.3315
0.5752,709.842,0.987,0.314,0.3314
0.5724,720.9667,0.9873,0.3141,0.3312
0.5694,731.974,0.9875,0.3142,0.331
0.5661,742.7437,0.9877,0.3142,0.3308
0.5626,753.1578,0.9878,0.3143,0.3306
0.5589,763.0997,0.9879,0.3144,0.3303
0.555,772.4568,0.9879,0.3145,0.3301
0.5509,781.1187,0.9874,0.3147,0.3298
0.5467,788.9805,0.9869,0.3148,0.3295
0.5424,795.9419,0.9864,0.3149,0.3291
0.5379,801.9078,0.9858,0.315,0.3288
0.5334,806.7954,0.9852,0.3151,0.3284
0.5289,810.5297,0.9845,0.3152,0.328
0.5244,813.0581,0.9838,0.3153,0.3276
0.52,814.3441,0.9831,0.3155,0.3271
0.5156,814.3758,0.9823,0.3156,0.3267
0.5112,813.167,0.9815,0.3157,0.3262
0.507,810.7572,0.9806,0.3158,0.3256
0.5027,807.2135,0.9797,0.316,0.3251
0.4983,803.0335,0.9788,0.3161,0.3246
0.4937,798.1199,0.9778,0.3162,0.324
0.4888,792.2426,0.9768,0.3164,0.3234
0.4836,785.5623,0.9758,0.3165,0.3228
0.4779,778.2928,0.9746,0.3166,0.3222
0.4719,770.7031,0.9735,0.3168,0.3217
0.4656,763.1212,0.9723,0.3169,0.3211
0.4592,755.9219,0.9711,0.3171,0.3206
0.4529,749.6528,0.9698,0.3172,0.3201
0.4471,745.072,0.9685,0.3174,0.3196
0.442,742.0637,0.9672,0.3176,0.3192
0.4379,740.9268,0.9659,0.3177,0.3189
0.4349,741.8892,0.9645,0.3179,0.3186
0.4331,745.0811,0.9631,0.3181,0.3183
0.4325,750.525,0.9617,0.3183,0.3182
0.4329,758.1621,0.9603,0.3184,0.3181
0.4342,767.8834,0.9588,0.3186,0.3181
0.4364,779.4861,0.9574,0.3188,0.3182
0.4392,792.6759,0.9554,0.319,0.3183
0.4425,807.0932,0.9532,0.3192,0.3185
0.4462,822.3492,0.9511,0.3194,0.3187
0.45,838.0575,0.949,0.3197,0.319
0.454,853.8562,0.947,0.3199,0.3194
0.4581,869.4312,0.9452,0.3201,0.3197
0.4623,884.5208,0.9435,0.3203,0.3201
0.4665,898.9192,0.942,0.3206,0.3205
0.4707,912.4718,0.9408,0.3208,0.321
0.475,925.064,0.9399,0.321,0.3214
0.4792,936.6195,0.9392,0.3213,0.3218
0.4834,947.0868,0.9388,0.3215,0.3223
0.4876,956.4326,0.9387,0.3217,0.3227
0.4917,964.6417,0.9389,0.322,0.3231
0.4957,971.7085,0.9394,0.3222,0.3235
0.4995,977.6388,0.9401,0.3224,0.3239
0.5031,982.4523,0.941,0.3227,0.3243
0.5065,986.1805,0.9421,0.3229,0.3247
0.5094,988.8734,0.9432,0.3231,0.3251
0.512,990.599,0.9444,0.3233,0.3254
0.5141,991.4487,0.9457,0.3235,0.3258
0.5156,991.5334,0.9469,0.3237,0.3261
0.5167,990.9895,0.9479,0.3239,0.3265
0.5173,989.9657,0.9489,0.3241,0.3268
0.5176,988.6212,0.9497,0.3242,0.3271
0.5177,987.1091,0.9503,0.3244,0.3274
0.5178,985.5644,0.9507,0.3245,0.3277
0.5181,984.0784,0.9508,0.3247,0.328
0.5187,982.6852,0.9508,0.3248,0.3283
0.5197,981.3391,0.9505,0.3249,0.3286
0.521,979.9023,0.9501,0.3251,0.3289
0.5224,978.1427,0.9495,0.3252,0.3292
0.5239,975.7429,0.9489,0.3253,0.3294
0.525,972.3384,0.9482,0.3254,0.3297
0.5257,967.5662,0.9476,0.3255,0.33
0.5258,961.1605,0.9471,0.3256,0.3303
0.5253,953.0591,0.9467,0.3257,0.3306
0.5243,943.5517,0.9466,0.3258,0.3308
0.5227,933.4205,0.9467,0.3259,0.3311
0.521,924.0703,0.947,0.3261,0.3314
0.5192,917.5876,0.9476,0.3262,0.3316
0.5179,916.6991,0.9484,0.3263,0.3319
0.5174,924.5634,0.9494,0.3265,0.3322
0.5182,944.394,0.9504,0.3267,0.3326
0.5205,978.9141,0.9514,0.3268,0.3331
0.5241,1029.7284,0.9524,0.327,0.3339
0.5287,1096.8196,0.9533,0.3272,0.3349
0.5348,1178.4275,0.9541,0.3275,0.3361
0.5429,1271.4429,0.9547,0.3277,0.3376
0.5525,1372.1801,0.955,0.328,0.3392
0.563,1477.1554,0.9552,0.3282,0.3407
0.5735,1583.54,0.9552,0.3285,0.3412
0.5833,1689.2063,0.955,0.3289,0.341
0.592,1792.4856,0.9546,0.3292,0.3406
0.5994,1891.8633,0.954,0.3295,0.3404
0.6054,1985.7632,0.9532,0.3299,0.3405
0.6101,2072.5676,0.9521,0.3302,0.3406
0.6138,2150.8257,0.9509,0.3306,0.3408
0.6165,2219.5798,0.9494,0.3309,0.341
0.6187,2278.6504,0.9477,0.3313,0.3412
0.6206,2328.7856,0.9458,0.3316,0.3413
0.6224,2371.5754,0.9436,0.3319,0.3413
0.6242,2409.1377,0.9411,0.3322,0.3414
0.6261,2443.5977,0.9384,0.3325,0.3413
0.6281,2476.5071,0.9356,0.3327,0.3412
0.6301,2508.4233,0.9327,0.3329,0.341
0.632,2538.8635,0.93,0.333,0.3406
0.6339,2566.6902,0.9276,0.3331,0.3401
0.6358,2590.7241,0.9257,0.3331,0.3395
0.6377,2610.2988,0.9246,0.333,0.3388
0.6399,2625.4434,0.9246,0.3329,0.338
0.6424,2636.5549,0.9258,0.3327,0.3373
0.6451,2643.853,0.9281,0.3325,0.3366
0.648,2646.9712,0.9316,0.3322,0.336
0.6509,2645.0161,0.936,0.3319,0.3354
0.6536,2637.0186,0.9409,0.3315,0.335
0.6556,2622.448,0.9457,0.3311,0.3348
0.6569,2601.4546,0.9497,0.3306,0.3347
0.6573,2574.7944,0.952,0.33,0.3347
0.6568,2543.5,0.952,0.3295,0.3348
0.6554,2508.5337,0.9489,0.3289,0.335
0.653,2470.582,0.9426,0.3282,0.3352
0.6498,2430.0474,0.9331,0.3276,0.3353
0.6457,2387.2251,0.9212,0.3269,0.3352
0.6408,2342.5095,0.9076,0.3262,0.335
0.6353,2296.5261,0.8931,0.3254,0.3346
0.6292,2250.1143,0.8784,0.3247,0.3341
0.6227,2204.2241,0.864,0.3239,0.3336
0.6158,2159.7686,0.8499,0.3231,0.3329
0.6088,2117.4873,0.8363,0.3223,0.3323
0.6018,2077.8779,0.8232,0.3216,0.3316
0.5948,2041.1843,0.8104,0.3208,0.331
0.588,2007.3989,0.798,0.32,0.3303
0.5814,1976.3279,0.7861,0.3192,0.3295
0.5752,1947.6294,0.7746,0.3184,0.3288
0.5693,1920.8979,0.7637,0.3177,0.3281
0.5638,1895.703,0.7535,0.3169,0.3274
0.5587,1871.6465,0.744,0.3162,0.3266
0.5541,1848.4059,0.7351,0.3155,0.3259
0.55,1825.7411,0.7269,0.3148,0.3251
0.5464,1803.4971,0.7193,0.3141,0.3244
0.5431,1781.6133,0.7122,0.3135,0.3237
0.5402,1760.0824,0.7054,0.3128,0.323
0.5376,1738.9587,0.6989,0.3122,0.3223
0.5353,1718.3174,0.6926,0.3116,0.3216
0.5332,1698.25,0.6864,0.3111,0.3209
0.5314,1678.8418,0.6804,0.3105,0.3202
0.5299,1660.174,0.6744,0.31,0.3196
0.5287,1642.3041,0.6685,0.3095,0.3189
0.5279,1625.2712,0.6628,0.309,0.3183
0.5274,1609.0856,0.6571,0.3085,0.3177
0.5272,1593.7473,0.6516,0.3081,0.3171
0.5272,1579.2242,0.6463,0.3076,0.3165
0.5275,1565.4766,0.641,0.3072,0.3159
0.5278,1552.4532,0.6359,0.3068,0.3153
0.5283,1540.0847,0.631,0.3064,0.3147
0.5289,1528.3047,0.6263,0.306,0.3142
0.5295,1517.0413,0.6217,0.3056,0.3136
0.5302,1506.2185,0.6173,0.3052,0.3131
0.5308,1495.7688,0.613,0.3048,0.3125
0.5314,1485.6212,0.609,0.3044,0.312
0.532,1475.7097,0.6051,0.3041,0.3115
0.5325,1465.9812,0.6013,0.3037,0.3109
0.533,1456.3799,0.5978,0.3033,0.3104
0.5334,1446.8645,0.5944,0.3029,0.3099
0.5338,1437.3835,0.5911,0.3026,0.3094
0.5342,1427.9148,0.588,0.3022,0.3089
0.5345,1418.4238,0.585,0.3018,0.3084
0.5347,1408.8909,0.5822,0.3014,0.3079
0.5349,1399.2959,0.5795,0.301,0.3075
0.5351,1389.6294,0.5769,0.3007,0.307
0.5353,1379.8743,0.5745,0.3003,0.3065
0.5354,1370.0245,0.5721,0.2999,0.3061
0.5355,1360.0879,0.5699,0.2995,0.3056
0.5356,1350.0498,0.5678,0.2991,0.3051
0.5356,1339.9153,0.5658,0.2987,0.3047
0.5356,1329.6902,0.5638,0.2983,0.3042
0.5357,1319.3684,0.562,0.2979,0.3038
0.5357,1308.9637,0.5602,0.2975,0.3033
0.5357,1298.4734,0.5585,0.2971,0.3029
0.5357,1287.905,0.5569,0.2967,0.3024
0.5356,1277.2686,0.5554,0.2963,0.302
0.5356,1266.5667,0.5539,0.2958,0.3015
0.5356,1255.8049,0.5525,0.2954,0.3011
0.5356,1244.9929,0.5512,0.295,0.3007
0.5355,1234.1343,0.5499,0.2945,0.3002
0.5355,1223.236,0.5486,0.2941,0.2998
0.5355,1212.2986,0.5474,0.2937,0.2994
0.5355,1201.3378,0.5463,0.2932,0.2989
0.5355,1190.3467,0.5452,0.2928,0.2985
0.5785,314.3091,0.894,0.301,0.3266
0.5779,320.7656,0.8957,0.3012,0.3267
0.5773,327.1759,0.8974,0.3014,0.3267
0.5768,333.5303,0.8991,0.3016,0.3268
0.5762,339.8146,0.9008,0.3018,0.3269
0.5756,346.0211,0.9025,0.302,0.3269
0.5751,352.1384,0.9042,0.3022,0.327
0.5746,358.1526,0.906,0.3024,0.3271
0.574,364.0568,0.9078,0.3026,0.3272
0.5735,369.8406,0.9095,0.3028,0.3272
0.573,375.4953,0.9113,0.303,0.3273
0.5725,381.0121,0.9131,0.3032,0.3274
0.572,386.3827,0.9149,0.3034,0.3275
0.5715,391.5975,0.9167,0.3036,0.3276
0.5711,396.6476,0.9185,0.3038,0.3276
0.5706,401.5209,0.9202,0.304,0.3277
0.5702,406.2122,0.922,0.3042,0.3278
0.5698,410.7148,0.9237,0.3044,0.3279
0.5694,415.0223,0.9255,0.3046,0.328
0.569,419.1304,0.9272,0.3048,0.328
0.5686,423.0351,0.9289,0.305,0.3281
0.5683,426.7382,0.9306,0.3052,0.3282
0.568,430.2373,0.9323,0.3054,0.3283
0.5677,433.5384,0.9339,0.3056,0.3284
0.5674,436.6407,0.9355,0.3058,0.3285
0.5671,439.5529,0.9371,0.306,0.3285
0.5669,442.282,0.9387,0.3062,0.3286
0.5667,444.8371,0.9402,0.3064,0.3287
0.5665,447.2332,0.9417,0.3066,0.3288
0.5664,449.4831,0.9432,0.3068,0.3289
0.5662,451.6038,0.9447,0.307,0.329
0.5661,453.6174,0.9461,0.3072,0.3291
0.5661,455.5443,0.9475,0.3074,0.3292
0.566,457.4084,0.9489,0.3076,0.3293
0.566,459.2367,0.9502,0.3078,0.3294
0.5661,461.0573,0.9515,0.308,0.3295
0.5662,462.9003,0.9528,0.3082,0.3296
0.5663,464.796,0.9541,0.3084,0.3297
0.5664,466.7769,0.9553,0.3086,0.3298
0.5666,468.8769,0.9565,0.3088,0.3299
0.5668,471.1281,0.9577,0.309,0.33
0.5671,473.5638,0.9588,0.3092,0.3301
0.5674,476.2145,0.9599,0.3094,0.3302
0.5678,479.1085,0.961,0.3096,0.3303
0.5682,482.2726,0.9621,0.3098,0.3304
0.5686,485.7285,0.9631,0.31,0.3305
0.5691,489.4948,0.9641,0.3102,0.3306
0.5697,493.5811,0.9651,0.3104,0.3307
0.5703,497.9965,0.9661,0.3106,0.3308
0.5709,502.7388,0.967,0.3107,0.3308
0.5716,507.7984,0.9679,0.3109,0.3309
0.5723,513.1599,0.9688,0.3111,0.331
0.5731,518.7987,0.9697,0.3112,0.3311
0.5739,524.6832,0.9706,0.3114,0.3312
0.5747,530.7755,0.9714,0.3115,0.3313
0.5756,537.0316,0.9722,0.3117,0.3314
0.5765,543.4059,0.973,0.3118,0.3315
0.5774,549.8503,0.9737,0.312,0.3315
0.5783,556.3217,0.9745,0.3121,0.3316
0.5792,562.7861,0.9752,0.3122,0.3317
0.5801,569.2188,0.9759,0.3124,0.3317
0.581,575.6073,0.9766,0.3125,0.3318
0.5819,581.9474,0.9773,0.3126,0.3318
0.5827,588.2488,0.978,0.3127,0.3318
0.5834,594.5334,0.9787,0.3128,0.3319
0.5841,600.8328,0.9793,0.3129,0.3319
0.5846,607.1888,0.9799,0.3129,0.3319
0.5851,613.6558,0.9806,0.313,0.3319
0.5854,620.2998,0.9812,0.3131,0.3319
0.5855,627.1976,0.9818,0.3132,0.3319
0.5854,634.4248,0.9823,0.3132,0.3319
0.5852,642.0519,0.9829,0.3133,0.3319
0.5846,650.1348,0.9834,0.3134,0.3318
0.5839,658.7078,0.9839,0.3134,0.3318
0.5828,667.7794,0.9844,0.3135,0.3317
0.5815,677.3292,0.9849,0.3136,0.3316
0.5799,687.313,0.9853,0.3136,0.3315
0.578,697.6595,0.9857,0.3137,0.3314
0.5758,708.2811,0.9861,0.3138,0.3313
0.5734,719.0732,0.9864,0.3138,0.3311
0.5707,729.925,0.9867,0.3139,0.331
0.5677,740.7173,0.9869,0.314,0.3308
0.5645,751.3306,0.9871,0.3141,0.3306
0.561,761.6444,0.9873,0.3142,0.3304
0.5573,771.5397,0.9874,0.3143,0.3301
0.5534,780.8994,0.9871,0.3144,0.3298
0.5493,789.607,0.9866,0.3145,0.3296
0.545,797.5508,0.9861,0.3146,0.3292
0.5405,804.6213,0.9855,0.3147,0.3289
0.536,810.7175,0.9849,0.3148,0.3286
0.5313,815.7471,0.9843,0.3149,0.3282
0.5267,819.6326,0.9836,0.315,0.3278
0.5221,822.3149,0.9829,0.3151,0.3273
0.5176,823.7591,0.9822,0.3152,0.3269
0.5132,823.9548,0.9814,0.3154,0.3264
0.5089,822.9207,0.9806,0.3155,0.3259
0.5047,820.7031,0.9797,0.3156,0.3254
0.5005,817.3752,0.9788,0.3157,0.3248
0.4962,813.0381,0.9779,0.3159,0.3243
0.4918,808.4662,0.9769,0.316,0.3237
0.4871,802.9971,0.9759,0.3161,0.3231
0.482,796.7454,0.9748,0.3163,0.3225
0.4765,789.9218,0.9737,0.3164,0.3219
0.4705,782.7949,0.9726,0.3166,0.3213
0.4641,775.688,0.9714,0.3167,0.3207
0.4576,768.9707,0.9702,0.3169,0.3202
0.4513,763.3848,0.9689,0.317,0.3197
0.4454,759.2798,0.9676,0.3172,0.3192
0.4403,756.7151,0.9663,0.3174,0.3188
0.4362,755.9735,0.965,0.3175,0.3184
0.4332,757.2681,0.9636,0.3177,0.3181
0.4315,760.7188,0.9622,0.3179,0.3179
0.431,766.3408,0.9608,0.3181,0.3177
0.4315,774.0746,0.9594,0.3183,0.3177
0.4331,783.8132,0.958,0.3185,0.3177
0.4355,795.355,0.9566,0.3187,0.3177
0.4386,808.4093,0.9553,0.3189,0.3179
0.4422,822.6246,0.9536,0.3191,0.3181
0.4461,837.6187,0.9515,0.3194,0.3184
0.4503,853.0139,0.9496,0.3196,0.3187
0.4546,868.4564,0.9477,0.3198,0.319
0.4591,883.6399,0.9459,0.3201,0.3194
0.4636,898.3076,0.9444,0.3203,0.3198
0.4681,912.2549,0.943,0.3205,0.3203
0.4726,925.3253,0.9419,0.3208,0.3207
0.4771,937.403,0.941,0.321,0.3212
0.4816,948.3999,0.9404,0.3213,0.3216
0.486,958.2537,0.94,0.3215,0.322
0.4904,966.9191,0.94,0.3218,0.3225
0.4946,974.3635,0.9402,0.322,0.3229
0.4987,980.5651,0.9406,0.3223,0.3233
0.5026,985.5128,0.9413,0.3225,0.3237
0.5062,989.21,0.9421,0.3227,0.3241
0.5096,991.6779,0.9431,0.3229,0.3244
0.5126,992.9563,0.9441,0.3232,0.3248
0.5151,993.1154,0.9453,0.3234,0.3252
0.5171,992.2501,0.9464,0.3236,0.3255
0.5186,990.4916,0.9475,0.3238,0.3258
0.5195,987.9995,0.9484,0.324,0.3262
0.52,984.9585,0.9493,0.3241,0.3265
0.5201,981.572,0.95,0.3243,0.3268
0.5201,978.0432,0.9504,0.3245,0.3271
0.52,974.5538,0.9507,0.3246,0.3274
0.52,971.2404,0.9508,0.3248,0.3277
0.5204,968.1641,0.9506,0.3249,0.3279
0.5212,965.2866,0.9502,0.325,0.3282
0.5222,962.4469,0.9497,0.3251,0.3285
0.5235,959.3488,0.949,0.3252,0.3287
0.5247,955.5703,0.9483,0.3253,0.3289
0.5256,950.6008,0.9475,0.3254,0.3292
0.526,943.8915,0.9469,0.3255,0.3294
0.5259,934.9638,0.9463,0.3256,0.3297
0.525,923.5407,0.9459,0.3257,0.3299
0.5236,909.7164,0.9458,0.3258,0.3302
0.5217,894.1519,0.9459,0.3259,0.3304
0.5195,878.2441,0.9463,0.326,0.3306
0.5171,864.2339,0.947,0.3261,0.3307
0.5151,855.1783,0.9479,0.3263,0.3308
0.5139,854.7432,0.949,0.3264,0.331
0.5141,866.7615,0.9502,0.3266,0.3312
0.5159,894.5667,0.9514,0.3267,0.3317
0.5186,940.2164,0.9525,0.3269,0.3325
0.5217,1003.8486,0.9536,0.3271,0.3337
0.5267,1083.5074,0.9544,0.3273,0.3353
0.534,1175.6074,0.9551,0.3276,0.3373
0.5434,1275.8599,0.9556,0.3278,0.3395
0.5539,1380.2114,0.9559,0.3281,0.3414
0.5645,1485.402,0.9559,0.3283,0.342
0.5745,1589.062,0.9558,0.3286,0.3417
0.5835,1689.4976,0.9554,0.3289,0.3412
0.5912,1785.3933,0.9548,0.3293,0.341
0.5976,1875.5844,0.954,0.3296,0.3411
0.6028,1958.9932,0.9529,0.3299,0.3413
0.607,2034.7072,0.9516,0.3302,0.3416
0.6103,2102.1831,0.9501,0.3306,0.3419
0.613,2161.3997,0.9482,0.3309,0.3421
0.6153,2212.9739,0.9461,0.3312,0.3424
0.6174,2258.0894,0.9436,0.3315,0.3427
0.6195,2298.2852,0.9409,0.3317,0.3429
0.6216,2335.0898,0.9379,0.332,0.3431
0.6238,2369.6572,0.9347,0.3322,0.3432
0.6259,2402.4915,0.9314,0.3324,0.3431
0.6279,2433.4192,0.9282,0.3325,0.3428
0.63,2461.8086,0.9253,0.3325,0.3422
0.6321,2486.9189,0.923,0.3325,0.3413
0.6342,2508.2256,0.9214,0.3325,0.3403
0.6365,2525.522,0.921,0.3324,0.3393
0.6391,2538.7957,0.9217,0.3322,0.3383
0.6418,2547.9624,0.9236,0.332,0.3373
0.6446,2552.6953,0.9267,0.3317,0.3365
0.6474,2552.45,0.9306,0.3314,0.3358
0.6499,2546.7041,0.935,0.331,0.3353
0.6519,2535.2031,0.9393,0.3306,0.3349
0.6533,2518.1079,0.9428,0.3301,0.3346
0.6538,2495.9465,0.9448,0.3296,0.3345
0.6535,2469.439,0.9444,0.329,0.3345
0.6523,2439.3115,0.9412,0.3284,0.3345
0.6502,2406.1665,0.9348,0.3278,0.3345
0.6472,2370.4509,0.9254,0.3271,0.3346
0.6434,2332.5737,0.9136,0.3264,0.3345
0.6389,2292.9824,0.9003,0.3257,0.3343
0.6336,2252.2563,0.8862,0.325,0.334
0.6278,2211.0913,0.872,0.3242,0.3336
0.6215,2170.2314,0.8581,0.3234,0.3331
0.6149,2130.3774,0.8446,0.3227,0.3326
0.6082,2092.1055,0.8314,0.3219,0.332
0.6014,2055.801,0.8185,0.3211,0.3314
0.5946,2021.658,0.806,0.3203,0.3307
0.588,1989.6893,0.7938,0.3195,0.3301
0.5817,1959.7544,0.7819,0.3187,0.3294
0.5756,1931.613,0.7704,0.3179,0.3287
0.5698,1904.9701,0.7595,0.3172,0.3279
0.5645,1879.5212,0.7494,0.3164,0.3272
0.5595,1854.9911,0.7399,0.3157,0.3265
0.555,1831.1553,0.7312,0.315,0.3257
0.5509,1807.8655,0.7232,0.3143,0.325
0.5471,1785.0347,0.7159,0.3136,0.3243
0.5438,1762.6489,0.709,0.313,0.3235
0.5407,1740.7426,0.7025,0.3124,0.3228
0.5379,1719.3892,0.6962,0.3118,0.3221
0.5354,1698.6754,0.6901,0.3112,0.3214
0.5331,1678.696,0.6841,0.3106,0.3207
0.5311,1659.5391,0.6783,0.3101,0.3201
0.5296,1641.2751,0.6725,0.3096,0.3194
0.5284,1623.9534,0.6667,0.3091,0.3188
0.5276,1607.5962,0.6611,0.3086,0.3181
0.5271,1592.2065,0.6555,0.3082,0.3175
0.527,1577.7593,0.6501,0.3077,0.3169
0.5272,1564.21,0.6448,0.3073,0.3163
0.5275,1551.5012,0.6396,0.3069,0.3157
0.528,1539.5627,0.6346,0.3065,0.3151
0.5286,1528.3126,0.6298,0.3061,0.3146
0.5293,1517.6626,0.6251,0.3057,0.314
0.53,1507.5364,0.6206,0.3053,0.3135
0.5307,1497.8403,0.6162,0.3049,0.3129
0.5314,1488.4961,0.6121,0.3046,0.3124
0.532,1479.4314,0.6081,0.3042,0.3119
0.5326,1470.574,0.6042,0.3038,0.3114
0.5332,1461.8533,0.6006,0.3035,0.3108
0.5337,1453.2219,0.5971,0.3031,0.3103
0.5342,1444.6333,0.5938,0.3027,0.3098
0.5346,1436.0369,0.5906,0.3024,0.3093
0.535,1427.4009,0.5876,0.302,0.3089
0.5353,1418.7056,0.5847,0.3016,0.3084
0.5356,1409.9182,0.582,0.3013,0.3079
0.5358,1401.025,0.5794,0.3009,0.3074
0.536,1392.0171,0.5769,0.3005,0.307
0.5362,1382.885,0.5746,0.3002,0.3065
0.5363,1373.6263,0.5724,0.2998,0.306
0.5364,1364.2347,0.5703,0.2994,0.3056
0.5365,1354.7146,0.5682,0.299,0.3051
0.5365,1345.0684,0.5663,0.2986,0.3047
0.5366,1335.2991,0.5645,0.2982,0.3042
0.5366,1325.413,0.5628,0.2978,0.3038
0.5366,1315.4159,0.5611,0.2974,0.3033
0.5366,1305.316,0.5595,0.297,0.3029
0.5366,1295.1201,0.558,0.2966,0.3025
0.5366,1284.8296,0.5566,0.2962,0.302
0.5366,1274.4602,0.5552,0.2958,0.3016
0.5365,1264.0199,0.5539,0.2954,0.3012
0.5365,1253.5103,0.5526,0.2949,0.3007
0.5365,1242.9395,0.5514,0.2945,0.3003
0.5365,1232.3206,0.5503,0.2941,0.2999
0.5364,1221.6533,0.5491,0.2936,0.2995
0.5364,1210.9476,0.5481,0.2932,0.299
0.5364,1200.2073,0.5471,0.2928,0.2986
0.5793,312.454,0.893,0.3013,0.3266
0.5787,319.0154,0.8946,0.3015,0.3267
0.5781,325.5373,0.8963,0.3016,0.3268
0.5775,332.0082,0.898,0.3018,0.3268
0.5769,338.417,0.8997,0.302,0.3269
0.5764,344.754,0.9015,0.3022,0.327
0.5758,351.0056,0.9032,0.3024,0.3271
0.5752,357.1648,0.905,0.3026,0.3271
0.5747,363.2177,0.9067,0.3028,0.3272
0.5741,369.159,0.9085,0.303,0.3273
0.5736,374.977,0.9103,0.3032,0.3273
0.5731,380.6638,0.9121,0.3034,0.3274
0.5726,386.2114,0.9139,0.3036,0.3275
0.5721,391.6077,0.9157,0.3038,0.3276
0.5716,396.8464,0.9174,0.304,0.3277
0.5711,401.9154,0.9192,0.3042,0.3277
0.5707,406.808,0.921,0.3044,0.3278
0.5702,411.5168,0.9227,0.3046,0.3279
0.5698,416.0355,0.9245,0.3048,0.328
0.5694,420.3606,0.9262,0.305,0.328
0.569,424.4887,0.9279,0.3052,0.3281
0.5686,428.4178,0.9296,0.3054,0.3282
0.5683,432.149,0.9313,0.3056,0.3283
0.568,435.6841,0.9329,0.3058,0.3284
0.5677,439.0277,0.9345,0.306,0.3285
0.5674,442.1829,0.9361,0.3062,0.3285
0.5671,445.1588,0.9377,0.3064,0.3286
0.5669,447.9653,0.9392,0.3066,0.3287
0.5667,450.6162,0.9408,0.3068,0.3288
0.5665,453.1244,0.9423,0.307,0.3289
0.5663,455.5106,0.9437,0.3072,0.329
0.5662,457.7926,0.9452,0.3074,0.3291
0.5661,459.9944,0.9466,0.3076,0.3292
0.566,462.1412,0.9479,0.3078,0.3292
0.566,464.2607,0.9493,0.308,0.3293
0.566,466.3821,0.9506,0.3082,0.3294
0.5661,468.5371,0.9519,0.3084,0.3295
0.5661,470.7584,0.9532,0.3086,0.3296
0.5662,473.0813,0.9544,0.3088,0.3297
0.5664,475.5397,0.9556,0.3089,0.3298
0.5666,478.1697,0.9568,0.3091,0.3299
0.5668,481.0041,0.958,0.3093,0.33
0.5671,484.0756,0.9591,0.3095,0.3301
0.5674,487.4147,0.9602,0.3097,0.3302
